Id,Label,Title,Score,Tags,CreationDate,ViewCount,LastEditDate,LastActivityDate,Body,AnswerCount,CommentCount,FavoriteCount,NumEdits
"1400138","1","Ajax Enabled .NET Server Control registered","3","<.net><asp.net><asp.net-ajax>","2009-09-09 14:38:47","1321","2009-09-09 15:08:18","2011-02-01 21:40:31","<p>I've created an Ajax enabled .NET Server control. This control inherits a Panel and implements the IScriptControl (in order to enable the Ajax component of the control).</p>

<p>It's pretty simple actually. It's essentially a Panel that has a style of <em>overflow:scroll</em> (it's a ""scrollable Panel"") and it remembers it's scroll position between asynchronous postbacks to the server so that the scroll position is not reset to 0,0 when the asynchronous postback returns.</p>

<p>Everything's been working for some time now (years) but I never tried to make this control invisible (server side). Even if I set the parent of this control to Visible=false this control is not working properly.</p>

<p>I'm getting an exception thrown by the Ajax.NET framework in the web browser:</p>

<p><strong><em>Error: Sys.ScriptLoadFailedException: The script ""http://UrlToAScript"" contains multiple calls to Sys.Application.notifyScriptLoaded(). Only one is allowed.</em></strong></p>

<p>It has something to do with the Render event not being fired (because the control is not visible, it's not rendered so the Render event doesn't actually take place). When the control is made visible (and the Render event does take place) I'm seeing the exception in the web browser (client side) stating that it's registered more than once. (Hopefully I'm speaking to an audience that understands that the ScriptDescriptors are registered with the ScriptManager in the Render event of Ajax enabled server controls.)</p>

<p>Here is my implementation that handles the OnPreRender and Render events:</p>

<pre><code>Protected Overrides Sub OnPreRender(ByVal e As System.EventArgs)
        Me.Style.Add(""overflow"", ""scroll"")

        If Not Me.DesignMode Then
            If ScriptManager Is Nothing Then
                Throw New HttpException(""A ScriptManager control must exist on the page."")
            End If
            ScriptManager.RegisterScriptControl(Me)
        End If
        MyBase.OnPreRender(e)
    End Sub
    Protected Overrides Sub Render(ByVal writer As System.Web.UI.HtmlTextWriter)
        'Register the ScrollContiner's script descriptors that are created by the GetScriptDescriptors method
        If Not Me.DesignMode Then
            ScriptManager.RegisterScriptDescriptors(Me)
        End If
        MyBase.Render(writer)
    End Sub
    Public Function GetScriptReferences() As System.Collections.Generic.IEnumerable(Of System.Web.UI.ScriptReference) Implements System.Web.UI.IScriptControl.GetScriptReferences

        Dim reference As ScriptReference = New ScriptReference()
        reference.Name = ""MyNamespace.ScrollContainer.js""
        reference.Assembly = ""MyNamespace""

        Return New ScriptReference() {reference}
    End Function 
    Public Function GetScriptDescriptors() As System.Collections.Generic.IEnumerable(Of System.Web.UI.ScriptDescriptor) Implements System.Web.UI.IScriptControl.GetScriptDescriptors
        Dim descriptor As ScriptControlDescriptor = New ScriptControlDescriptor(""MyNamespace.ScrollContainer"", Me.ClientID)
        descriptor.AddProperty(""LeftScrollPosition"", Me.LeftScrollPosition)
        descriptor.AddProperty(""RightScrollPosition"", Me.RightScrollPosition)
        descriptor.AddProperty(""ScrollPositionMessengerName"", Me.ScrollPositionMessengerName)
        Return New ScriptDescriptor() {descriptor}
    End Function
</code></pre>

<p>I have no idea how to get around this problem.
Any insight would be greatly appreciated.</p>

<p>Thanks a lot,</p>

<p>-Frinny</p>
","1","","","4"
"1400142","1","Never more than 3 persons connected with the same login with Django","1","<django><authentication><session><login>","2009-09-09 14:39:22","145","2009-09-09 15:25:11","2009-09-09 15:25:11","<p>Let's picture a django powered service that bills its customers monthly. The owner doesn't want his customers to share the account with people that did not pay. Of course, he understand that some may want to work collaboratively on an account, and don't want to restrain the use of shared accounts to the same IP address.</p>

<p>How would you let log in, with the same username / password, no more than 3 persons at the same times with django ?</p>

<p>I was thinking of implementing a counter in the User class but don't really know how good this idea is.</p>

<p>E.G : </p>

<p>Paul logs in using </p>

<p>Bonus question : what issues multi login can imply and what measures should I take to avoid conflicts between account users.</p>
","1","","0","4"
"1400146","1","Are there any pitfalls to using an IEnumerable<T> return type for SQL data?","4","<c#><sql-server><ienumerable>","2009-09-09 14:39:30","309","","2009-09-09 15:29:06","<p>My question is concerning SQL connection status, load, etc. based on the following code:</p>

<pre><code>public IEnumberable&lt;MyType&gt; GetMyTypeObjects()
{
  string cmdTxt = ""select * from MyObjectTable"";

  using(SqlConnection conn = new SqlConnection(connString))
  {
    using(SqlCommand cmd = new SqlCommand(cmdTxt, conn))
    {
      conn.Open();
      using(SqlDataReader reader = cmd.ExecuteReader())
      {
         while(reader.Read())
         {
            yield return Mapper.MapTo&lt;MyType&gt;(reader);
         }
       }
    }
  }
  yield break;
}
</code></pre>

<p>I can see this possibly being a problem if there are many processes running similar code with long execution times between iterations of the IEnumerable object, because the connections will be open longer, etc. However, it also seems plausible that this will reduce the CPU usage on the SQL server because it only returns data when the IEnumerable object is used. It also lowers memory usage on the client because the client only has to load one instance of MyType while it works rather than loading all occurrences of MyType (by iterating through the entire DataReader and returning a List or something).</p>

<ul>
<li><p>Are there any instances you can think of where you would not want to use IEnumerable in this manner, or any instances you think it fits perfectly?</p></li>
<li><p>What kind of load does this put on the SQL server?</p></li>
<li><p>Is this something you would use in your own code (barring any mention of NHibernate, Subsonic, etc)?</p></li>

 - 
</ul>
","4","","3","3"
"1400157","1","Why is RedirectToAction not redirecting?","6","<c#><asp.net-mvc>","2009-09-09 14:41:29","824","","2013-04-03 10:13:37","<p>In a Action, I am calling</p>

<pre><code>RedirectToAction(""login"", new { test = ""1"" });
</code></pre>

<p>And the page doesn't seem to be redirecting.  The action ""login"" is in the same controller.</p>

<p>What could the issue be?</p>
","3","1","","3"
"1400159","1","Low Memory throughput in Linux-Embedded ( ARM )","3","<linux><embedded><arm>","2009-09-09 14:42:04","1262","2009-09-11 10:11:10","2009-09-11 10:11:10","<p>I am using ARM926EJS. I am getting 20 % more memory speed in memory copy test, without Linux ( Just as a Getting Started executable). But in linux same code is running 20% slower.</p>

<p>Code is</p>

<pre> 
/// Below code just performs burst mode memcopy test.        
void asmcpy(void *a, void *b, int iSize)
{
   do
  {
    asm volatile (
             ""ldmia %0!, {r3-r10} \n\t""
             ""stmia %0!, {r3-r10} \n\t""
             :""+r""(a), ""+r""(b)
             :
             :""r""(r3),""r""(r4),""r""(r5),""r""(r6),""r""(r7),""r""(r8),""r""(r9),""r""(r10)
             );
  }while(size--)
}
</pre>

<p>I verified that no other process is taking CPU time on linux.( I checked this with the use of time command, It shows <strong>real time</strong> is same as  <strong>usr time</strong>)</p>

<p>Please tell me what can be the problem with linux?</p>

<p>Thanks &amp; Regards.</p>

<p>ADDED:</p>

<p>my test code is</p>

<pre>
int main()
{
  int a[320 * 120], b[320 * 120];

 for(int i=0; i != 10000; i++)
 {
   /// Size is divided by 8 because our memcpy function performs 8 integer load stores in the iteration
   asmcpy(a, b, (320 * 120) / 8);
 }
}
</pre>

<p>Getting Started executable is a bin file which is sent to the RAM using serial port and executes directly by jumping to that address in RAM. (without the need of an OS)</p>

<p>ADDED.</p>

<p>I haven't seen such performance difference on other processors.They were using SD RAM, This processor is using DDR Ram. Can it be a reason?</p>

<p>ADDED.
  Data Cache is not enabled in getting started code and Data Cache is eabled in Linux mode, So Ideally all data should be cached and get accessed without any RAM latency, But still Linux is 20% slow.</p>

<p>ADDED:
  My microcontroller is LPC3250. Both the test are been tested on same external DDR RAM. </p>
","4","4","2","9"
"1400160","1","Splitting input into substrings in PIG (Hadoop)","3","<hadoop><mapreduce><pig><piglatin>","2009-09-09 14:42:17","5141","2009-09-09 14:52:59","2010-06-28 12:30:51","<p>Assume I have the following input in Pig:</p>

<pre><code>some
</code></pre>

<p>And I would like to convert that into:</p>

<pre><code>s
so
som
some
</code></pre>

<p>I've not (yet) found a way to iterate over a chararray in pig latin. I have found the TOKENIZE function but that splits on word boundries.
So can ""pig latin"" do this or is this something that requires a Java class to do that?</p>
","3","","","4"
"1400170","1","VB6 SQL 2005 Database Index Question","0","<sql><sql-server><sql-server-2005><tsql><vb6>","2009-09-09 14:43:28","359","2009-09-10 19:00:39","2009-09-10 19:51:21","<p>I have a VB app that accesses a sql database.  I think it’s running slow, and I thought maybe I didn’t have the tables propery indexed.  I was wondering how you would create the indexes?  Here’s the situation.</p>

<p>My main loop is</p>

<pre><code>Select * from Docrec 
Order by YearFiled,DocNumb
</code></pre>

<p>Inside this loop I have two others databases hits.</p>

<pre><code>Select * from Names 
Where YearFiled = DocRec.YearFiled 
and Volume = DocRec.Volume and Page = DocRec.Page  
Order by SeqNumb
</code></pre>

<p><BR></p>

<pre><code>Select * from MapRec
Where FiledYear = DocRec.YearFiled 
and Volume = DocRec.Volume and Page = DocRec.Page 
Order by SeqNumb
</code></pre>

<p>Hopefully I made sense.</p>
","4","1","","10"
"1400179","1","How do I scroll a wxPython wx.html.HtmlWindow back down to where it was when the user clicked a link?","2","<python><wxpython>","2009-09-09 14:45:57","784","","2011-12-21 14:31:01","<p>I am using a wxPython wx.html.HtmlWindow to display part of my interface. The user can scroll down a list of links in a window smaller than the list. When they click on a link, I need to repaint the web page, but I want to return the page position back to where they clicked it. </p>

<p>I've tried MouseEvent.GetLogicalPosition() on the event, but it wants a DC and the best I've been able to do is get the same information as GetPosition(), so I must not be feeding it the right one.</p>

<p>I also tried HtmlWindow.CalcScrolledPosition(), but apparently that isn't available in HtmlWindow because I get a NotImplementedError...</p>

<p>What I would like is a scroll position that can be derived from the MouseEvent, or the OnLinkClicked information.</p>

<p>I know about HtmlWindow.ScrollToAnchor(), but it's flaky and unaesthetic -- I would prefer to bypass it if possible so that I can scroll back <em>exactly</em> to where the user clicked.</p>

<p>Thanks!</p>
","4","2","0","3"
"1400194","1","Dojo build -> dojo.require(); still needed?","4","<build><dojo>","2009-09-09 14:47:41","1554","2009-09-09 16:18:04","2009-09-10 16:06:53","<p>this was my first dojo build so please excuse my ignorance in this matter.</p>

<p>I've just created my custom build from dojo build system using the following (very simplified) profile:</p>

<pre><code>dependencies = {
stripConsole: ""normal"",

layers: [		
	{
		name: ""../dijits/cx/dijitsCXbuild.js"",
		copyrightFile: ""CopyrightCX.txt"",
		dependencies: [
			""dojo.parser"",
			""dijit.dijit"",				 
			""dijit._Widget"",
			""dijit._Templated"",
			""dijit._Container"",
			""dojo.i18n"",
			""dojo.NodeList-fx"",
			""dojox.grid.cells"",
			""dojox.grid.DataGrid"",
			""dojox.layout.GridContainer"",
			""dijit.TitlePane"",
			""dijits.cx.TaskPanel"",
			""dijits.cx.Identify""
		]
	}
],

prefixes: [        
    [ ""dijit"", ""../dijit"" ],
	[ ""dojox"", ""../dojox"" ],
    [ ""dijits.cx"", ""../dijits/cx"" ]
]
</code></pre>

<p>}</p>

<p>... well, it all proceeds fine and I get my own package with everything I requested. Then in my webapp I include the following</p>

<pre><code>&lt;script type=""text/javascript""&gt;
  djConfig = {
    isDebug:false,
    parseOnLoad:true,
    locale:getLocale()
  };
&lt;/script&gt;

&lt;script type=""text/javascript"" src=""Lib/cxdojo/dojo/dojo.js""&gt;&lt;/script&gt;
&lt;script type=""text/javascript"" src=""Lib/cxdojo/dijits/cx/dijitsCXbuild.js""&gt;&lt;/script&gt;
</code></pre>

<p>... looks ok, until the code needs to instantiate the first dijit and it fails with the notorious : ""dijits.cx. TaskPanel is not a constructor.""</p>

<p>I can get rid of this problem by including the ""dojo.require()"" but that's something I though I'll get rid of by creating my custom own build. Any ideas of what am I doing wrong or what shall I do in order to avoid that 'dojo.require()' lines...
thanks heaps.</p>
","1","","3","5"
"1400197","0","Access problem - What is the best way to run a conditional report of the current record","1","<ms-access>","2009-09-09 14:48:00","156","2009-09-09 17:24:59","2009-09-09 20:38:14","<p>I simply want to run a report for the current record that displays and/or prints only the logical fields = Yes. God I miss dbase...</p>
","2","1","","4"
"1400198","1","Is there a way to restrict access to an ASMX Webservice, i.e. the asmx page and its WSDL?","8","<web-services><security><iis><asmx>","2009-09-09 14:48:07","6872","2009-10-21 20:34:58","2009-10-25 14:57:34","<p>I have a C# .net webservice that I need to restrict access to.  I already require my consumers to use a username and password to call the service.  But, is there a way to restrict access to the actual asmx page and the WSDL?  I would need to restrict access to the webservice by username/password and IP address.  If a user did not have the correct credentials, I would not want them to know what webmethods exist in the webservice.</p>

<p>Can this be done though IIS?  I know that I can restrict IP addresses through IIS, but can I also use usernames/passwords?</p>

<p>Is there any other way to do this outside of IIS, maybe using C#.net?</p>
","6","","9","6"
"1400199","1","Repository layout (or hook) for branching shared libraries (and keeping your sanity)","4","<svn><version-control><tortoisesvn><shared-libraries>","2009-09-09 14:48:29","689","2009-09-17 17:16:01","2009-09-23 14:54:26","<p>We're using subversion, (the question could be applicable to many version control systems, but subversion is the one I really care about.)</p>

<p>Our repository layout looks like so:</p>

<p><strong>(Layout A)</strong></p>

<pre><code>Web
  branches
  tags
  trunk
Libraries
  Foo
	branches
	tags
	trunk
  Bar
	branches
	tags
	trunk
WindowsClient
  branches
  tags
  trunk
DB
  branches
  tags
  trunk
</code></pre>

<p>The problem is that the unit of versioning is not equal to the unit of development -- I have to do multiple checkouts to get a buildable artifact, and when I branch, I have to branch multiple components (and check in in multiple places.)</p>

<p>This implies that we could instead move to a structure like this:</p>

<p><strong>(Layout B)</strong></p>

<pre><code>Web
  branches
  tags
  trunk
    main
	libs
	  Foo
	  Bar
	DB
WindowsClient
  branches
  tags
  trunk
    main
	libs
	  Foo
	  Baz
	DB
</code></pre>

<p>But then we have duplicate copies of any shared libraries. We could map the shared libs in using svn:externals, but that's just an illusion -- They won't be branched when the containing project is.</p>

<p>A final option is this:</p>

<p><strong>(Layout C)</strong></p>

<pre><code>branches
tags
trunk
  Web
  Libraries
    Foo
    Bar
  WindowsClient
  DB
</code></pre>

<p>This makes sure that libraries are branched along with their containing project, but at the cost that the unit of branching is the whole world. (This also implies that the unit of checkout is the whole world, which is annoying too.)</p>

<p>What I want is a repository layout <strong>(Layout D)</strong> that allows me to:</p>

<ul>
<li>Branch a project and its dependent libraries all at once</li>
<li>Share libraries between projects</li>
</ul>

<p>It would be nice if I could check out the project and its libraries in one checkout, but that is not nearly as important as the above.</p>

<p>So the question is:</p>

<p><strong>Is there a Layout D, What is it, and how do I use it?</strong></p>

<p><strong>Edit:</strong> Since it appears there isn't a basic layout that will give me these properties, I'd be very interested in some kind of hook function to get me there. It would be especially nice if it will work with the TortoiseSVN (Windows GUI) client, since that's what we're using.</p>
","7","1","5","6"
"1400201","1","What are the steps to creating an 'executable bundle'","1","<objective-c><cocoa>","2009-09-09 14:48:41","108","","2009-09-09 16:44:08","<p>I'm trying to create an NSService in a Bundle project. I need to add a main and other bits of code to the actual cocoa bundle created for me by xcode.</p>

<p>Is this as simple as just adding an object-c class via the xcode wizard, then adding my main function to that? or is there some other magic way or other steps involved?.</p>

<p>Many thanks.</p>
","2","","","3"
"1400206","1","drupal menu item not active","0","<drupal><menu>","2009-09-09 14:49:52","2203","","2009-09-10 08:24:03","<p>when my primary menu is like item menu1/submenu1.2, de li gets the class active, so i can style it, for example in a different color.</p>

<p>however, if i go to page menu1/submenu1.2/153 then the active class is missing.</p>

<p>Or anything like menu1/submenu1.2/* is the active class missing.</p>

<p>How can I solve this?</p>
","1","","","3"
"1400207","1","Connecting to an oracle database in C# .Net","0","<c#><.net><oracle>","2009-09-09 14:49:58","5998","2009-09-09 14:51:25","2009-11-17 14:00:04","<p>Hi I use the following code to connect to an orace database in Visual Studio 2008 and it is falling over with the exception of ServerVersion threw an invalid operation exception at line 3:</p>

<pre><code>m_strConnectionString = Settings.GetMandatoryConfig(""databases"", ""SourceDB"");
m_strQueryTerminator = Settings.GetConfig(""databases"", ""QueryTerminator"");
m_odbConn = new OleDbConnection(m_strConnectionString);
m_sql = new SQL(DatabaseType.AnsiSQL, false);
</code></pre>

<p>m_strConnectionString is a valid TNS names connection string and is as follows:</p>

<blockquote>
  <p>Provider=MSDAORA;Data Source=myDS;User
  ID=myID;Password=myPW</p>
</blockquote>

<p>This has previously worked and is using an IIS web server to host the application.  I recently converted it from .Net 1.1 (VS 2003) to .Net 3.5/2 (VS 2008) and can't get it working as yet in VS 2008.</p>

<p>Thanks</p>
","1","1","","4"
"1400208","1","Fluent NHibernate — class/entity specific next_hi seeds when using HiLo generator","0","<fluent-nhibernate><hilo>","2009-09-09 14:50:13","1221","2009-09-11 17:31:46","2012-09-10 09:50:33","<p>Basically I'm trying to do the same thing as <a href=""http://stackoverflow.com/questions/1345754/nhibernate-hilo-new-column-per-entity-and-hilo-catches"">this question</a> but with Fluent NHibernate.  </p>

<p>Here is my id generation convention:</p>

<pre><code>    public class IdGenerationConvention : IIdConvention
    {
        	public void Apply(IIdentityInstance instance)
        	{
        	    	instance.GeneratedBy.HiLo(""1000"");
        	}
    }
</code></pre>

<p>Now this works great, but all classes end up using the same <code>next_hi</code>.  </p>

<pre><code>    create table hibernate_unique_key (
            next_hi INTEGER 
    )
</code></pre>

<p>Does anyone know how to specify that each class should use it's own <code>next_hi</code>?</p>

<p>To clarify, I'd like to end up with something like <code>customer_next_hi</code> and <code>order_next_hi</code>, assuming it works based on columns.  If it's row based then that's fine too, provided each entity knows which row to use for it's <code>next_hi</code> value.</p>
","3","0","2","5"
"1400210","1","What causes an HTTP 405 ""invalid method (HTTP verb)"" error when POSTing a form to PHP on IIS?","13","<php><iis><iis6>","2009-09-09 14:50:15","46262","2012-07-06 09:52:36","2012-07-06 09:52:36","<p>I have one form in a PHP (5.2.9-1) application that causes IIS (Microsoft-IIS/6.0) to throw the following error when POSTed:</p>

<blockquote>
  <p>The page you are looking for cannot be displayed because an invalid method (HTTP verb) was used to attempt access.</p>
</blockquote>

<p>It's an HTTP 405 status code. All other forms in the application work, so I believe that the IIS 'verbs' setting for PHP pages is correct.</p>

<p>This is a customer's server, which I have no access to for verifying settings or testing code. All I can do is send the customer replacement files. Other customers on IIS servers have no such issue.</p>

<p>The form is perfectly straightforward:</p>

<pre><code>&lt;form method=""post"" action=""index.php""&gt;
    ... fields ... 
&lt;/form&gt;
</code></pre>

<p>What can cause IIS to throw that error on one form only, but work fine on others?</p>
","7","","0","5"
"1400213","1","3D Least Squares Plane","2","<algorithm><math><statistics>","2009-09-09 14:51:13","11532","2009-09-09 17:05:54","2011-09-26 15:06:33","<p>What's the algorithm for computing a least squares plane in (x, y, z) space, given a set of 3D data points? In other words, if I had a bunch of points like (1, 2, 3), (4, 5, 6), (7, 8, 9), etc., how would one go about calculating the best fit plane f(x, y) = ax + by + c? What's the algorithm for getting a, b, and c out of a set of 3D points?</p>
","6","1","1","4"
"1400220","1","Is there any difference in using smtps instead of smtp?","0","<comparison><smtp><smtps>","2009-09-09 14:52:20","220","","2009-09-09 15:02:38","<p>Or is it transparent for the application layer ?</p>

<p>I ask this because I'm trying to connect to a smtps and no success
